POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,894.49,2306.31,2767.56,256.62,136.74,12.59,-2050.98,-4888.38,1045.04,15089.23,0.0,2280.06,-1263.9,15569.24,1016.17,16585.4
2,967.64,2351.84,2777.36,274.51,135.98,-16.82,-1988.66,-4887.08,1016.11,15055.51,0.0,2303.39,-1297.46,15686.39,1005.94,16692.33
3,960.83,2270.56,2749.01,256.66,131.94,4.06,-2021.04,-4873.05,1019.55,15003.61,0.0,2290.1,-1278.0,15502.14,1012.1,16514.24
4,962.02,2264.62,2764.42,263.38,150.93,-5.14,-2028.01,-4899.85,1022.32,15154.51,0.0,2304.99,-1287.97,15649.21,1017.02,16666.23
5,872.12,2259.28,2733.62,257.09,121.89,-11.4,-2041.14,-4886.16,1010.0,15097.1,0.0,2300.15,-1292.36,15412.4,1007.78,16420.18
6,939.25,2318.03,2756.53,274.83,146.74,-8.65,-2032.1,-4875.36,1020.57,15110.57,0.0,2294.47,-1279.57,15650.4,1014.91,16665.3
7,929.14,2425.74,2744.45,273.73,140.9,0.41,-2037.75,-4873.49,1002.24,15027.24,0.0,2287.17,-1279.19,15632.62,1007.98,16640.6
8,930.12,2334.52,2707.84,264.73,143.85,-9.31,-2013.88,-4879.9,1000.86,15055.64,0.0,2295.42,-1290.88,15534.46,1004.53,16538.99
9,939.53,2296.04,2726.07,254.15,141.07,-11.27,-2020.28,-4862.4,979.68,14934.09,0.0,2298.19,-1287.51,15376.69,1010.68,16387.37
10,919.8,2282.62,2738.99,273.37,137.94,-9.34,-1954.24,-4886.44,1021.21,14977.29,0.0,2294.75,-1297.26,15501.2,997.49,16498.69
11,912.95,2358.65,2713.01,263.84,145.38,-0.45,-1982.62,-4881.3,999.31,14985.68,0.0,2296.6,-1288.9,15514.45,1007.7,16522.15
12,880.86,2377.94,2712.05,269.26,130.96,-4.33,-2012.11,-4878.65,1020.48,14978.96,0.0,2295.19,-1287.73,15475.41,1007.47,16482.88
13,945.02,2302.91,2740.12,274.09,145.15,-13.79,-1974.65,-4875.85,1028.22,14958.83,0.0,2297.55,-1285.24,15530.04,1012.31,16542.36
14,940.5,2281.62,2740.11,258.7,138.71,-24.97,-1987.75,-4863.36,1012.59,14949.7,0.0,2316.6,-1294.65,15445.84,1021.95,16467.8
15,943.12,2235.93,2709.48,271.32,141.81,-0.65,-1973.32,-4892.25,1012.41,15065.69,0.0,2290.86,-1273.1,15513.56,1017.76,16531.32
16,926.11,2300.51,2712.72,259.48,141.88,-17.81,-2010.12,-4870.26,1009.65,14992.61,0.0,2293.67,-1278.36,15444.77,1015.32,16460.09
17,931.81,2307.96,2740.08,252.3,138.31,-21.72,-2045.22,-4880.87,1007.94,15033.84,0.0,2286.28,-1269.3,15464.43,1016.98,16481.41
18,963.82,2308.8,2739.3,269.87,147.22,-19.07,-2052.3,-4883.34,1020.64,15097.08,0.0,2283.9,-1263.55,15592.02,1020.35,16612.37
19,964.41,2378.94,2755.38,269.22,142.08,-6.68,-2065.29,-4881.65,995.14,15067.79,0.0,2279.57,-1256.28,15619.35,1023.29,16642.64
20,938.27,2264.21,2739.74,264.1,137.77,-20.8,-2024.88,-4892.9,996.17,15120.02,0.0,2298.09,-1281.54,15521.69,1016.55,16538.24
21,928.82,2364.58,2760.98,258.14,147.75,-7.03,-2026.11,-4881.46,1000.4,15019.7,0.0,2301.92,-1275.18,15565.77,1026.75,16592.52
22,963.94,2264.16,2708.46,260.5,138.54,-9.78,-2051.07,-4878.24,982.47,15050.33,0.0,2300.82,-1278.47,15429.31,1022.35,16451.65
23,926.79,2368.37,2727.69,265.45,138.04,-12.27,-1996.77,-4873.94,1018.0,14978.17,0.0,2302.43,-1293.27,15539.53,1009.17,16548.69
24,930.98,2275.72,2744.59,261.18,137.83,-7.75,-2015.35,-4896.12,1004.0,15066.26,0.0,2289.32,-1273.03,15501.35,1016.29,16517.64
25,920.02,2287.75,2734.93,266.49,141.14,-23.36,-2036.98,-4862.35,1028.58,14985.27,0.0,2281.12,-1255.41,15441.5,1025.71,16467.21
26,958.06,2364.61,2733.12,266.55,142.14,-4.9,-2018.74,-4874.99,988.83,15000.23,0.0,2301.87,-1283.97,15554.92,1017.9,16572.81
27,957.19,2423.83,2728.44,276.37,148.02,-6.94,-2000.51,-4874.53,1012.47,14962.82,0.0,2298.86,-1286.41,15627.16,1012.45,16639.61
28,923.73,2326.16,2724.81,262.28,117.95,-4.05,-2041.92,-4881.51,1014.88,15060.38,0.0,2296.62,-1289.5,15502.71,1007.11,16509.82
29,990.08,2305.46,2692.29,264.05,137.34,3.8,-2017.79,-4889.81,1002.82,15039.74,0.0,2286.97,-1274.16,15527.98,1012.81,16540.79
30,942.43,2281.53,2747.84,272.14,144.34,-14.74,-2015.51,-4885.69,1009.22,15045.3,0.0,2296.75,-1283.97,15526.86,1012.78,16539.63
31,990.88,2338.67,2727.5,257.96,133.99,-14.74,-2039.42,-4865.73,1027.24,14950.55,0.0,2293.39,-1272.87,15506.91,1020.52,16527.42
32,910.87,2342.18,2730.96,261.38,144.27,-12.19,-2036.17,-4874.36,1011.92,15028.37,0.0,2278.4,-1268.74,15507.24,1009.67,16516.9
33,945.87,2371.03,2741.16,259.31,141.79,-21.14,-2016.03,-4865.27,994.0,15001.47,0.0,2290.73,-1282.9,15552.17,1007.84,16560.01
34,929.81,2312.98,2746.45,262.13,148.9,-9.55,-2020.44,-4855.27,1007.39,14920.43,0.0,2308.13,-1293.04,15442.84,1015.09,16457.93
35,938.78,2247.39,2729.6,256.91,123.99,-9.96,-2036.0,-4870.14,1008.69,15022.47,0.0,2300.5,-1288.84,15411.73,1011.66,16423.38
36,938.76,2311.94,2726.27,256.06,146.42,3.18,-2025.08,-4868.34,999.75,15018.9,0.0,2303.6,-1289.88,15507.87,1013.72,16521.58
37,1037.94,2332.07,2736.23,262.6,143.55,-18.77,-1991.41,-4878.51,988.85,14991.74,0.0,2287.64,-1279.73,15604.29,1007.91,16612.2
38,948.22,2267.48,2754.04,268.87,136.08,-32.88,-1992.37,-4887.88,1027.94,15029.09,0.0,2285.37,-1275.67,15518.59,1009.7,16528.29
39,931.27,2367.47,2730.14,266.37,144.05,3.3,-1965.91,-4880.35,1026.56,14961.81,0.0,2292.72,-1281.61,15584.72,1011.11,16595.83
40,922.55,2386.46,2714.9,261.69,137.01,-8.79,-2050.6,-4872.14,1000.03,15009.01,0.0,2285.28,-1266.93,15500.11,1018.35,16518.46
41,916.53,2298.18,2729.86,264.16,146.62,-13.61,-2041.88,-4866.08,1022.48,14983.25,0.0,2289.46,-1269.89,15439.5,1019.57,16459.07
42,961.91,2393.24,2737.69,269.4,154.26,13.01,-2022.17,-4876.84,1026.13,15010.98,0.0,2296.76,-1280.68,15667.61,1016.08,16683.68
43,958.0,2301.45,2738.48,269.4,132.74,-1.94,-2040.38,-4871.33,1006.85,15007.07,0.0,2290.21,-1277.47,15500.33,1012.74,16513.07
44,974.38,2318.99,2725.91,262.32,131.27,-4.23,-2007.66,-4870.61,1003.94,14986.4,0.0,2296.48,-1274.42,15520.71,1022.06,16542.77
45,1001.31,2463.08,2732.87,290.94,145.46,-6.57,-2017.23,-4885.13,1026.05,15040.77,0.0,2297.89,-1276.87,15791.55,1021.02,16812.57
46,983.11,2380.81,2751.67,272.64,149.31,4.43,-2014.82,-4872.7,995.18,14953.56,0.0,2297.37,-1289.87,15603.19,1007.5,16610.69
47,939.96,2251.75,2721.06,254.15,132.61,-13.36,-2026.23,-4896.76,995.32,15059.62,0.0,2273.27,-1263.16,15418.13,1010.11,16428.23
48,944.67,2291.02,2717.09,272.53,137.75,-13.03,-1976.5,-4881.21,1005.35,15024.9,0.0,2300.29,-1286.62,15522.56,1013.67,16536.24
49,943.43,2290.81,2716.02,261.8,149.12,5.02,-1995.85,-4874.28,1021.96,14981.05,0.0,2299.45,-1286.38,15499.09,1013.07,16512.16
50,980.71,2388.32,2741.88,279.6,131.62,1.11,-2010.11,-4876.9,973.2,15026.52,0.0,2295.95,-1272.76,15635.94,1023.19,16659.13
51,955.03,2318.38,2750.85,263.87,131.13,-3.26,-2042.08,-4865.97,1015.74,14942.81,0.0,2284.27,-1263.73,15466.49,1020.54,16487.03
52,967.85,2283.9,2739.95,252.67,135.69,-5.9,-2054.69,-4872.01,1007.7,15004.25,0.0,2277.9,-1259.62,15459.4,1018.28,16477.68
53,947.42,2344.76,2735.3,259.74,136.89,-11.47,-2052.64,-4884.93,998.31,15013.16,0.0,2278.87,-1266.47,15486.55,1012.4,16498.95
54,989.86,2369.39,2720.95,270.72,129.5,-14.23,-2056.05,-4876.59,1003.14,15009.36,0.0,2274.02,-1256.48,15546.06,1017.53,16563.59
55,924.61,2313.96,2743.39,261.41,134.17,-28.6,-2052.08,-4872.02,1002.14,15008.91,0.0,2282.19,-1267.58,15435.88,1014.61,16450.49
56,945.84,2325.62,2738.52,266.94,143.94,-18.0,-2023.06,-4875.65,1017.24,15010.16,0.0,2281.18,-1268.8,15531.54,1012.38,16543.92
57,962.67,2358.37,2728.98,264.25,144.6,-26.85,-2085.9,-4857.95,995.8,15000.39,0.0,2271.07,-1248.59,15484.35,1022.48,16506.83
58,947.34,2347.53,2751.63,268.46,158.15,-28.72,-2059.65,-4878.61,1023.99,15073.05,0.0,2275.83,-1248.42,15603.16,1027.41,16630.58
59,981.57,2299.83,2745.72,265.97,150.07,-36.44,-2035.81,-4879.24,989.54,15080.9,0.0,2277.94,-1255.22,15562.1,1022.72,16584.82
60,939.54,2349.65,2757.79,263.92,141.74,-22.72,-2037.93,-4849.64,1000.23,14910.59,0.0,2259.01,-1235.62,15453.18,1023.4,16476.57
61,974.01,2314.69,2735.61,265.5,143.1,-2.61,-2037.31,-4871.24,987.18,14973.76,0.0,2273.74,-1248.64,15482.69,1025.1,16507.79
62,956.0,2381.01,2722.99,273.14,134.11,-6.41,-2055.26,-4857.69,1013.27,14939.76,0.0,2269.74,-1247.91,15500.94,1021.82,16522.76
63,962.97,2327.38,2762.43,270.71,134.03,-13.09,-2035.94,-4875.43,1020.4,15037.48,0.0,2270.23,-1239.53,15590.95,1030.69,16621.64
64,943.15,2304.16,2723.47,257.24,140.83,-2.06,-2045.83,-4862.21,1005.34,14993.58,0.0,2258.62,-1239.11,15457.66,1019.51,16477.17
65,918.65,2306.51,2713.98,256.92,151.3,-19.24,-1995.11,-4877.78,1008.67,14989.54,0.0,2282.39,-1265.23,15453.44,1017.16,16470.6
66,873.93,2290.4,2754.07,263.79,148.58,-29.25,-2038.95,-4879.98,1046.25,15066.39,0.0,2276.13,-1253.92,15495.22,1022.21,16517.43
67,935.59,2301.57,2748.8,269.14,143.52,-4.36,-2020.58,-4865.39,1016.64,14984.65,0.0,2276.61,-1251.93,15509.58,1024.68,16534.26
68,931.74,2376.03,2710.48,265.97,131.35,-13.74,-2045.42,-4857.45,1023.55,14970.86,0.0,2287.49,-1260.73,15493.36,1026.76,16520.12
69,946.08,2272.78,2729.06,261.24,139.97,-25.78,-2026.35,-4876.14,993.56,15030.09,0.0,2280.09,-1264.67,15444.51,1015.43,16459.93
70,986.31,2358.13,2753.29,267.06,134.56,-21.49,-2047.87,-4862.5,977.3,14971.3,0.0,2293.42,-1266.73,15516.1,1026.7,16542.79
71,976.05,2400.79,2729.82,270.42,124.38,0.56,-2079.04,-4872.81,980.19,15010.79,0.0,2289.61,-1265.45,15541.15,1024.16,16565.31
72,976.43,2368.59,2757.92,269.37,146.19,-33.98,-2007.68,-4892.24,1014.48,15048.87,0.0,2305.52,-1289.27,15647.95,1016.25,16664.2
73,973.46,2337.51,2738.74,257.99,142.37,-26.08,-2023.28,-4893.47,994.03,15069.78,0.0,2291.58,-1274.78,15571.05,1016.8,16587.86
74,939.59,2430.03,2770.62,273.07,149.24,-23.65,-2058.86,-4869.26,1014.22,14999.49,0.0,2283.36,-1257.25,15624.49,1026.11,16650.59
75,970.49,2323.76,2737.14,261.18,129.75,-14.35,-2027.72,-4866.77,996.26,14955.99,0.0,2291.23,-1264.99,15465.73,1026.23,16491.96
76,941.33,2283.7,2768.38,262.04,137.02,-3.35,-2021.85,-4877.57,1018.82,15032.49,0.0,2298.73,-1276.32,15541.01,1022.41,16563.42
77,964.52,2313.8,2773.94,267.54,142.01,-12.88,-2008.16,-4873.51,997.77,14975.72,0.0,2289.18,-1263.21,15540.77,1025.97,16566.73
78,918.44,2365.11,2773.42,255.16,139.98,-23.73,-2049.23,-4857.38,1004.42,14963.6,0.0,2285.31,-1262.43,15489.79,1022.88,16512.66
79,950.77,2371.37,2733.71,265.0,145.25,-21.81,-2039.63,-4842.28,1009.42,14907.46,0.0,2301.29,-1274.95,15479.25,1026.34,16505.59
80,926.25,2346.32,2752.27,263.85,147.72,-3.09,-1995.51,-4870.76,1014.48,14965.96,0.0,2294.82,-1271.13,15547.51,1023.69,16571.2
81,988.88,2309.9,2705.94,253.76,142.38,-4.11,-2024.37,-4856.78,988.79,14939.11,0.0,2305.63,-1282.84,15443.5,1022.79,16466.3
82,918.09,2294.27,2714.53,257.83,143.22,-4.59,-2018.82,-4853.46,1005.85,14966.08,0.0,2305.39,-1276.08,15423.0,1029.31,16452.31
83,931.58,2390.52,2743.13,265.06,142.66,-35.41,-2035.63,-4853.1,1020.28,14961.15,0.0,2291.49,-1262.87,15530.23,1028.62,16558.85
84,946.1,2330.32,2741.38,269.91,155.07,-23.01,-1975.76,-4878.45,1048.26,14986.36,0.0,2286.65,-1273.83,15600.16,1012.82,16612.98
85,938.3,2392.43,2721.84,265.92,143.39,-15.11,-2030.07,-4842.44,1034.8,14856.18,0.0,2301.27,-1276.04,15465.24,1025.24,16490.48
86,948.87,2312.28,2710.59,259.79,134.36,-22.66,-2026.03,-4846.51,1000.71,14886.86,0.0,2300.92,-1281.77,15358.26,1019.15,16377.41
87,957.81,2266.54,2778.34,256.73,135.66,1.27,-2013.63,-4857.53,983.42,14938.49,0.0,2301.06,-1281.53,15447.1,1019.53,16466.62
88,952.96,2288.72,2756.3,261.29,148.94,-13.95,-2018.52,-4876.91,1003.98,14986.29,0.0,2305.6,-1293.36,15489.1,1012.24,16501.34
89,921.37,2314.17,2725.0,259.58,149.95,17.31,-2045.95,-4849.45,993.35,14927.27,0.0,2298.38,-1275.74,15412.61,1022.64,16435.25
90,962.63,2422.56,2769.97,278.45,143.38,-1.04,-2021.61,-4868.0,990.97,14920.39,0.0,2307.93,-1292.24,15597.7,1015.69,16613.38
91,950.38,2323.19,2743.38,266.58,141.67,8.41,-2021.36,-4875.02,1012.58,14986.73,0.0,2286.11,-1267.29,15536.54,1018.82,16555.36
92,959.29,2340.68,2745.35,271.46,136.14,-12.44,-2026.69,-4864.16,995.9,15019.08,0.0,2292.59,-1273.48,15564.61,1019.11,16583.72
93,957.21,2377.57,2762.44,280.17,147.68,0.55,-2022.82,-4877.94,1019.44,14982.93,0.0,2296.07,-1272.17,15627.24,1023.9,16651.14
94,932.46,2381.43,2761.45,265.71,127.82,-13.49,-2030.44,-4868.98,989.67,14961.35,0.0,2295.62,-1268.65,15506.98,1026.97,16533.95
95,936.28,2342.7,2728.98,268.82,140.05,0.8,-2017.35,-4879.57,1003.8,15005.87,0.0,2290.81,-1264.52,15530.36,1026.28,16556.65
96,943.28,2260.84,2758.59,262.2,148.23,-9.75,-2028.24,-4871.43,1001.91,14972.58,0.0,2286.0,-1270.82,15438.21,1015.18,16453.4
97,919.61,2436.74,2794.87,273.12,138.49,-12.26,-2003.35,-4864.54,1008.58,14943.54,0.0,2305.68,-1286.04,15634.79,1019.64,16654.43
98,915.07,2297.25,2723.19,253.28,133.49,0.9,-2050.51,-4872.94,1000.43,15033.03,0.0,2287.23,-1262.52,15433.2,1024.72,16457.91
99,941.87,2325.07,2720.46,264.13,147.9,25.03,-2018.84,-4864.03,1032.79,14981.29,0.0,2290.64,-1266.54,15555.68,1024.09,16579.78
100,945.13,2375.66,2727.62,263.14,141.99,-5.46,-2015.97,-4879.43,1021.17,14980.47,0.0,2293.22,-1278.8,15554.33,1014.41,16568.74

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,892.92,2293.93,2762.94,253.94,136.43,12.59,-2032.13,-4863.89,1044.34,15095.1,0.0,2277.73,-1277.2,15596.16,1000.52,16596.69
2,966.11,2343.32,2772.79,271.22,135.94,-16.82,-1970.73,-4860.74,1015.41,15055.32,0.0,2301.07,-1309.53,15711.81,991.54,16703.35
3,959.86,2260.87,2745.25,253.62,131.87,4.06,-2003.01,-4846.65,1018.75,15002.55,0.0,2287.81,-1291.61,15527.17,996.2,16523.37
4,957.1,2253.35,2758.55,260.11,150.88,-5.14,-2010.18,-4874.18,1022.11,15154.87,0.0,2303.69,-1300.27,15667.49,1003.42,16670.91
5,868.63,2251.67,2728.85,252.84,121.84,-11.4,-2021.66,-4860.71,1009.66,15093.93,0.0,2297.99,-1306.38,15433.65,991.61,16425.26
6,936.35,2308.5,2752.61,270.82,146.61,-8.65,-2014.41,-4849.97,1020.23,15110.44,0.0,2292.7,-1292.58,15672.53,1000.11,16672.64
7,927.08,2417.18,2739.24,271.24,140.78,0.41,-2021.65,-4846.58,1001.04,15023.86,0.0,2284.87,-1291.76,15652.6,993.11,16645.71
