POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,1015.35,2503.59,2946.51,291.92,153.84,12.94,-2179.58,-5276.06,1061.26,16067.84,0.0,2432.05,-1351.05,16597.61,1081.01,17678.62
2,1032.3,2485.97,2908.45,278.6,158.96,1.14,-2168.83,-5271.96,1048.8,16097.84,0.0,2433.62,-1340.67,16571.26,1092.95,17664.21
3,966.27,2369.24,2889.83,294.5,140.06,4.27,-2165.87,-5286.88,1091.55,16131.59,0.0,2431.1,-1348.68,16434.56,1082.43,17516.99
4,994.69,2471.79,2951.97,288.5,165.1,-8.52,-2145.15,-5277.66,1061.9,16131.12,0.0,2443.47,-1362.02,16633.74,1081.45,17715.19
5,1013.58,2438.09,2928.91,294.08,185.91,-22.62,-2175.26,-5270.35,1040.93,16064.96,0.0,2442.64,-1359.79,16498.23,1082.85,17581.08
6,1014.39,2469.35,2920.77,280.69,151.55,-9.59,-2159.96,-5287.84,1066.77,16129.27,0.0,2440.95,-1366.03,16575.39,1074.92,17650.31
7,1058.24,2410.82,2916.59,279.09,156.45,-23.81,-2124.66,-5292.5,1072.1,16203.43,0.0,2457.41,-1382.93,16655.76,1074.49,17730.25
8,1009.24,2455.82,2921.59,299.96,146.5,-9.51,-2129.42,-5274.82,1072.4,16128.89,0.0,2448.89,-1370.6,16620.65,1078.3,17698.94
9,1014.36,2456.63,2895.48,286.67,151.07,-4.73,-2177.85,-5280.08,1062.72,16155.91,0.0,2440.57,-1353.85,16560.17,1086.72,17646.89
10,1040.79,2453.35,2897.34,284.21,142.64,-23.8,-2150.48,-5288.77,1057.6,16128.28,0.0,2450.38,-1364.82,16541.16,1085.56,17626.72
11,1020.28,2537.86,2916.32,278.08,151.3,-32.13,-2210.84,-5258.69,1050.96,16058.64,0.0,2433.03,-1340.74,16511.76,1092.29,17604.06
12,1002.29,2500.75,2962.19,283.81,165.4,-21.76,-2150.79,-5288.27,1034.89,16097.25,0.0,2444.88,-1361.96,16585.76,1082.92,17668.68
13,1049.8,2468.64,2924.63,281.16,139.92,-27.54,-2199.38,-5247.64,1037.68,15981.87,0.0,2442.17,-1353.95,16409.14,1088.22,17497.36
14,1012.48,2534.38,2937.23,285.06,157.9,-23.94,-2178.47,-5259.82,1056.06,16056.05,0.0,2438.82,-1348.11,16576.93,1090.71,17667.64
15,951.23,2536.37,2930.37,287.26,141.08,-38.98,-2134.34,-5279.87,1064.6,16109.26,0.0,2434.39,-1349.27,16566.98,1085.12,17652.1
16,1012.73,2452.86,2937.87,276.35,143.46,-32.19,-2152.63,-5275.49,1070.07,16093.74,0.0,2440.61,-1351.58,16526.78,1089.02,17615.8
17,1031.32,2443.92,2942.85,282.11,151.8,-23.33,-2154.68,-5264.13,1051.39,16012.29,0.0,2423.67,-1336.34,16473.54,1087.33,17560.87
18,996.88,2456.59,2922.78,278.11,148.77,-7.11,-2174.92,-5274.63,1055.98,16069.66,0.0,2436.24,-1349.47,16472.12,1086.77,17558.89
19,1003.81,2443.32,2902.49,290.54,144.12,-18.09,-2106.49,-5284.83,1053.71,16103.9,0.0,2443.75,-1362.85,16532.48,1080.91,17613.39
20,986.13,2486.5,2947.1,274.83,167.93,-27.45,-2162.88,-5269.99,1063.11,16079.65,0.0,2420.52,-1349.15,16544.91,1071.36,17616.28
21,984.51,2497.74,2925.62,287.36,155.54,-20.32,-2183.29,-5259.73,1037.9,16003.15,0.0,2426.98,-1349.34,16428.48,1077.64,17506.12
22,987.48,2440.61,2932.38,274.44,145.69,-27.12,-2194.52,-5274.86,1073.54,16084.8,0.0,2426.14,-1353.43,16442.43,1072.71,17515.15
23,946.54,2490.63,2922.78,293.98,150.79,-44.87,-2156.76,-5273.15,1064.31,16096.55,0.0,2434.92,-1358.42,16490.8,1076.51,17567.31
24,966.8,2475.13,2934.99,293.98,156.22,-40.98,-2167.68,-5289.61,1057.79,16140.13,0.0,2450.01,-1373.79,16526.77,1076.22,17602.99
25,1004.24,2494.45,2932.51,295.48,141.61,-36.47,-2164.28,-5270.39,1077.47,16144.08,0.0,2451.18,-1368.44,16618.71,1082.74,17701.45
26,1000.87,2458.65,2920.52,277.5,144.95,-27.29,-2150.73,-5281.89,1057.07,16103.62,0.0,2432.61,-1354.16,16503.27,1078.44,17581.71
27,995.8,2463.14,2945.7,289.4,151.9,-23.34,-2166.31,-5248.53,1040.55,16015.18,0.0,2466.85,-1381.98,16463.48,1084.88,17548.36
28,992.11,2383.28,2953.73,276.94,172.88,-24.5,-2169.01,-5259.69,1060.68,16018.24,0.0,2438.35,-1359.06,16404.68,1079.29,17483.97
29,1055.95,2538.28,2934.93,288.67,153.57,-46.08,-2166.24,-5239.26,1034.45,15954.65,0.0,2455.0,-1377.43,16508.9,1077.57,17586.48
30,1030.54,2449.42,2904.98,276.31,141.45,-32.34,-2142.72,-5263.65,1041.2,16070.48,0.0,2454.67,-1378.31,16475.68,1076.37,17552.05
31,999.83,2436.39,2917.75,283.15,168.39,-23.02,-2183.81,-5279.37,1079.87,16101.49,0.0,2442.82,-1366.55,16500.67,1076.27,17576.94
32,1005.39,2513.58,2935.11,287.32,151.24,-46.39,-2125.09,-5278.9,1054.16,16083.65,0.0,2448.21,-1367.19,16580.08,1081.02,17661.1
33,957.85,2462.47,2926.61,293.74,140.84,-38.33,-2155.71,-5255.43,1037.1,16045.0,0.0,2451.27,-1369.46,16414.13,1081.81,17495.94
34,1039.87,2485.28,2949.53,288.4,177.97,-34.57,-2167.11,-5243.01,1054.41,15978.78,0.0,2456.19,-1373.34,16529.54,1082.85,17612.39
35,1046.06,2540.96,2895.15,305.83,143.9,-21.71,-2178.78,-5249.2,1032.26,15995.41,0.0,2450.6,-1373.87,16509.9,1076.74,17586.64
36,969.63,2427.26,2956.79,285.63,166.8,-57.59,-2172.87,-5276.22,1065.31,16113.78,0.0,2450.53,-1372.89,16478.52,1077.64,17556.16
37,956.52,2425.2,2905.73,278.0,156.47,-41.27,-2159.86,-5277.9,1065.12,16104.0,0.0,2444.33,-1375.89,16412.0,1068.44,17480.43
38,1009.63,2454.97,2872.81,287.97,153.35,-41.78,-2174.35,-5257.92,1065.29,16080.58,0.0,2434.02,-1353.17,16450.55,1080.86,17531.41
39,946.42,2409.21,2902.09,279.59,158.76,-16.61,-2143.34,-5266.38,1075.51,16082.62,0.0,2440.46,-1369.67,16427.88,1070.78,17498.66
40,1001.81,2503.93,2884.31,297.62,141.9,-32.72,-2163.36,-5259.03,1076.38,16064.7,0.0,2443.7,-1368.43,16515.54,1075.27,17590.81
41,1004.5,2559.68,2906.63,299.74,161.28,-31.23,-2140.88,-5260.17,1050.46,16012.91,0.0,2455.93,-1379.9,16562.92,1076.02,17638.94
42,975.09,2425.26,2891.8,275.37,163.47,-34.51,-2172.02,-5265.92,1050.98,16061.28,0.0,2454.0,-1363.17,16370.8,1090.83,17461.63
43,1002.3,2474.59,2939.42,289.43,151.72,-20.64,-2175.6,-5275.21,1044.15,16075.58,0.0,2446.1,-1369.29,16505.73,1076.81,17582.54
44,1010.64,2498.67,2937.26,291.39,170.8,-21.07,-2180.54,-5251.95,1055.19,15984.69,0.0,2430.7,-1358.17,16495.1,1072.54,17567.64
45,995.61,2499.37,2942.86,286.51,159.33,-11.06,-2164.6,-5260.8,1068.27,16048.45,0.0,2435.86,-1356.97,16563.95,1078.89,17642.83
46,1025.69,2512.94,2928.52,283.94,150.24,-45.01,-2140.47,-5250.32,1070.62,15983.19,0.0,2445.14,-1373.94,16519.34,1071.2,17590.54
47,935.3,2533.26,2933.08,278.47,151.8,-23.2,-2153.72,-5255.02,1046.41,16003.62,0.0,2465.5,-1388.75,16449.99,1076.75,17526.73
48,950.62,2441.94,2931.02,281.19,147.84,-48.13,-2171.35,-5247.81,1047.68,16009.78,0.0,2442.09,-1362.88,16342.76,1079.21,17421.98
49,983.15,2502.67,2908.06,288.48,157.82,-29.93,-2151.44,-5245.35,1062.07,15988.19,0.0,2437.21,-1362.01,16463.73,1075.21,17538.93
50,1041.27,2504.42,2919.56,285.09,156.96,-33.49,-2143.48,-5248.48,1069.31,15966.07,0.0,2455.75,-1377.26,16517.23,1078.49,17595.73
51,985.23,2482.93,2905.09,279.6,149.49,-32.34,-2130.14,-5258.06,1062.91,15957.02,0.0,2445.65,-1377.08,16401.74,1068.57,17470.31
52,997.02,2441.45,2911.22,270.34,158.77,-26.97,-2181.34,-5253.98,1065.24,16051.27,0.0,2448.64,-1370.58,16433.01,1078.06,17511.07
53,1018.83,2467.06,2939.75,284.87,162.7,-43.74,-2161.76,-5239.25,1035.74,15916.41,0.0,2441.95,-1363.58,16380.61,1078.37,17458.98
54,1028.87,2472.86,2931.33,293.01,146.93,-27.93,-2168.86,-5267.1,1059.56,16051.12,0.0,2450.87,-1375.67,16519.8,1075.2,17595.0
55,1012.49,2452.36,2935.46,279.92,140.42,-23.3,-2140.46,-5251.93,1063.59,15961.16,0.0,2435.53,-1366.22,16429.71,1069.31,17499.01
56,966.07,2431.66,2901.39,284.81,152.01,3.37,-2154.02,-5280.39,1058.61,16140.7,0.0,2444.15,-1372.46,16504.22,1071.69,17575.91
57,1049.65,2550.49,2900.28,289.88,142.81,-34.47,-2148.28,-5271.3,1064.86,16020.96,0.0,2445.46,-1378.97,16564.89,1066.49,17631.38
58,1010.37,2512.1,2956.78,293.06,159.95,-25.7,-2161.2,-5271.18,1048.76,16105.24,0.0,2442.7,-1362.98,16628.17,1079.72,17707.9
59,1016.43,2516.27,2918.48,279.26,156.25,-20.84,-2141.85,-5276.68,1063.91,16091.57,0.0,2444.13,-1366.05,16602.8,1078.07,17680.87
60,963.43,2465.08,2901.29,276.3,154.49,-42.43,-2167.97,-5277.49,1069.79,16141.04,0.0,2436.28,-1357.14,16483.54,1079.15,17562.69
61,1035.59,2435.8,2902.43,286.71,165.44,-31.57,-2150.92,-5264.61,1045.17,16017.67,0.0,2441.9,-1363.43,16441.7,1078.47,17520.17
62,1019.84,2519.22,2937.82,293.88,180.15,-31.29,-2155.99,-5256.61,1028.52,16055.73,0.0,2460.91,-1373.3,16591.25,1087.62,17678.87
63,1050.63,2530.73,2939.78,288.25,157.7,-25.6,-2168.05,-5257.18,1038.93,16020.26,0.0,2447.39,-1362.67,16575.47,1084.72,17660.19
64,1010.39,2474.17,2945.66,292.55,143.94,-9.99,-2170.97,-5267.27,1065.63,16073.84,0.0,2459.34,-1376.44,16557.95,1082.9,17640.85
65,1013.11,2491.0,2913.65,294.14,152.07,-39.39,-2139.99,-5263.22,1060.11,16023.16,0.0,2443.93,-1374.67,16504.63,1069.27,17573.9
66,1027.89,2478.0,2930.42,289.55,163.07,-17.14,-2172.35,-5268.26,1037.87,16095.48,0.0,2446.33,-1367.95,16564.55,1078.38,17642.92
67,1000.1,2471.46,2934.59,283.79,152.98,-35.4,-2138.52,-5274.32,1074.66,16074.94,0.0,2440.69,-1365.18,16544.28,1075.51,17619.8
68,950.32,2525.37,2919.55,289.97,145.56,-11.75,-2141.23,-5262.49,1070.95,16051.0,0.0,2465.16,-1392.15,16537.26,1073.02,17610.27
69,1014.76,2509.63,2932.75,296.73,141.92,-29.7,-2191.76,-5250.38,1053.27,16003.37,0.0,2455.72,-1372.43,16480.59,1083.3,17563.88
70,1027.08,2498.21,2903.38,288.23,149.06,-22.17,-2144.1,-5268.33,1046.65,16052.56,0.0,2449.41,-1366.96,16530.57,1082.45,17613.03
71,1048.7,2509.96,2940.23,294.84,153.41,-21.32,-2158.8,-5265.4,1054.59,16051.47,0.0,2428.02,-1346.42,16607.67,1081.6,17689.27
72,999.02,2519.24,2915.71,292.77,163.95,-6.35,-2165.36,-5248.65,1048.24,15986.78,0.0,2438.02,-1350.49,16505.35,1087.53,17592.88
73,1014.42,2509.89,2923.5,295.3,146.4,-18.27,-2163.47,-5277.43,1086.33,16095.59,0.0,2417.13,-1336.0,16612.26,1081.13,17693.39
74,961.45,2514.58,2933.29,292.72,151.48,-39.62,-2182.49,-5259.21,1044.61,16074.7,0.0,2429.9,-1346.67,16491.49,1083.23,17574.72
75,1047.67,2476.9,2939.31,293.91,141.79,-48.25,-2178.04,-5243.96,1035.01,15977.99,0.0,2455.29,-1361.54,16442.31,1093.75,17536.06
76,1041.0,2435.39,2923.96,282.88,149.31,-42.53,-2156.57,-5233.92,1032.98,15918.65,0.0,2444.49,-1358.76,16351.13,1085.73,17436.86
77,972.13,2490.54,2929.89,291.87,139.1,-35.5,-2162.89,-5268.33,1089.72,16045.7,0.0,2437.99,-1352.49,16492.23,1085.5,17577.73
78,1014.58,2457.46,2926.01,279.13,150.46,-43.0,-2141.35,-5280.63,1064.65,16136.81,0.0,2442.35,-1351.03,16564.13,1091.32,17655.45
79,991.66,2522.37,2930.07,279.95,153.71,-36.36,-2166.93,-5263.49,1065.9,16052.43,0.0,2442.38,-1353.1,16529.31,1089.28,17618.59
80,993.51,2453.64,2952.86,291.69,150.59,-23.27,-2192.13,-5250.06,1035.15,16067.26,0.0,2436.16,-1343.76,16479.24,1092.39,17571.64
81,1034.64,2435.44,2950.74,284.26,158.02,-29.06,-2167.2,-5274.6,1048.39,16058.17,0.0,2438.6,-1347.28,16498.8,1091.32,17590.12
82,1061.39,2467.85,2917.48,281.1,162.45,-21.09,-2160.43,-5262.45,1052.3,16024.9,0.0,2459.19,-1368.36,16523.5,1090.83,17614.33
83,1005.93,2459.83,2883.65,287.71,154.6,-25.28,-2172.0,-5251.48,1049.01,16053.54,0.0,2444.02,-1356.57,16445.53,1087.45,17532.98
84,968.26,2562.82,2907.56,296.91,151.4,-34.5,-2145.27,-5265.82,1040.93,16063.97,0.0,2439.29,-1348.72,16546.27,1090.57,17636.84
85,1029.8,2458.15,2915.37,285.1,129.95,-24.66,-2163.73,-5269.56,1036.9,16062.01,0.0,2446.46,-1356.62,16459.34,1089.84,17549.17
86,1007.07,2444.48,2919.61,277.58,148.03,-41.32,-2185.17,-5269.99,1036.92,16109.78,0.0,2443.07,-1354.17,16446.99,1088.89,17535.89
87,1021.44,2465.54,2913.69,289.12,135.64,-36.98,-2191.25,-5255.4,1061.1,16005.34,0.0,2444.25,-1350.41,16408.25,1093.85,17502.1
88,1003.59,2529.25,2941.54,288.68,178.22,-33.19,-2165.45,-5260.39,1030.95,16048.09,0.0,2438.55,-1346.75,16561.28,1091.8,17653.08
89,985.79,2464.91,2919.99,278.79,138.27,-27.83,-2145.26,-5268.12,1054.44,16079.81,0.0,2435.47,-1340.04,16480.79,1095.43,17576.22
90,976.58,2490.61,2933.64,285.17,166.31,-20.59,-2181.86,-5265.46,1068.03,16086.23,0.0,2420.29,-1331.84,16538.66,1088.45,17627.11
91,1027.47,2542.59,2925.95,299.47,135.25,-22.66,-2121.83,-5277.71,1056.18,16068.73,0.0,2442.26,-1350.79,16633.45,1091.47,17724.92
92,1046.61,2493.68,2964.35,288.18,137.04,-21.64,-2144.57,-5255.27,1067.23,16015.83,0.0,2438.92,-1346.76,16591.44,1092.16,17683.6
93,992.52,2451.05,2907.49,288.52,157.82,-46.66,-2159.81,-5255.68,1089.47,16041.91,0.0,2445.17,-1352.56,16466.63,1092.62,17559.25
94,1059.82,2429.74,2935.21,281.71,131.4,-44.52,-2168.08,-5259.4,1063.49,16087.13,0.0,2449.49,-1356.73,16516.51,1092.76,17609.27
95,1042.2,2474.76,2912.83,286.06,151.22,-34.92,-2160.02,-5256.37,1044.99,16051.54,0.0,2457.97,-1369.71,16512.3,1088.26,17600.56
96,1030.22,2530.32,2940.61,298.37,159.29,-45.76,-2184.22,-5262.41,1048.91,16091.42,0.0,2441.4,-1350.68,16606.74,1090.72,17697.46
97,1030.45,2420.0,2939.92,272.12,156.14,-30.32,-2170.54,-5230.82,1022.97,15947.88,0.0,2459.93,-1355.91,16357.8,1104.02,17461.82
98,997.64,2450.86,2930.02,284.31,148.47,-34.19,-2172.65,-5262.64,1056.53,16090.55,0.0,2439.89,-1353.28,16488.91,1086.61,17575.52
99,1029.29,2467.56,2921.69,269.11,153.01,-28.09,-2168.16,-5228.07,1039.6,15887.48,0.0,2439.47,-1347.29,16343.41,1092.18,17435.59
100,1014.5,2497.32,2960.18,286.61,161.96,-46.75,-2182.44,-5249.42,1048.07,15979.33,0.0,2443.19,-1359.56,16469.35,1083.63,17552.98

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,1014.3,2492.98,2940.18,288.45,153.4,12.94,-2160.17,-5251.08,1059.78,16067.69,0.0,2430.05,-1363.57,16618.48,1066.47,17684.95
2,1030.27,2477.51,2904.43,276.54,158.46,1.14,-2154.66,-5247.79,1047.95,16104.97,0.0,2430.72,-1352.93,16598.8,1077.79,17676.59
3,964.38,2360.31,2885.13,290.33,140.01,4.27,-2144.42,-5261.82,1090.09,16132.93,0.0,2428.84,-1361.41,16461.19,1067.43,17528.62
4,992.89,2461.12,2945.2,286.24,164.07,-8.52,-2128.16,-5252.95,1061.09,16135.35,0.0,2440.87,-1376.26,16656.33,1064.61,17720.94
5,1011.69,2428.64,2922.15,291.24,185.87,-22.62,-2156.4,-5244.53,1039.89,16065.79,0.0,2440.93,-1373.4,16521.7,1067.53,17589.23
6,1013.01,2461.01,2914.32,277.73,150.3,-9.59,-2140.32,-5262.81,1065.49,16137.27,0.0,2439.37,-1377.93,16606.41,1061.44,17667.85
7,1056.84,2404.32,2910.95,276.76,156.29,-23.81,-2101.78,-5268.44,1071.37,16203.0,0.0,2455.16,-1395.13,16685.5,1060.03,17745.53
8,1007.85,2444.41,2915.95,295.84,146.45,-9.51,-2113.08,-5249.44,1070.91,16132.81,0.0,2447.07,-1382.98,16642.2,1064.08,17706.28
9,1013.02,2444.95,2890.76,282.5,150.93,-4.73,-2161.56,-5254.29,1060.5,16159.82,0.0,2437.8,-1367.53,16581.88,1070.27,17652.15
10,1038.87,2444.48,2893.0,281.17,142.27,-23.8,-2131.35,-5261.64,1056.81,16127.76,0.0,2447.74,-1377.77,16567.57,1069.97,17637.54
11,1018.95,2530.75,2910.2,275.4,150.88,-32.13,-2192.41,-5233.66,1048.81,16064.14,0.0,2431.0,-1352.79,16540.92,1078.21,17619.13
12,1001.62,2494.5,2957.47,281.05,165.28,-21.76,-2137.56,-5263.1,1033.92,16104.05,0.0,2441.67,-1374.81,16615.48,1066.86,17682.33
13,1047.87,2457.25,2918.7,276.96,139.7,-27.54,-2180.87,-5223.55,1037.11,15987.2,0.0,2439.3,-1367.17,16432.83,1072.13,17504.97
14,1008.61,2526.08,2931.36,281.22,157.9,-23.94,-2158.89,-5234.52,1055.5,16060.08,0.0,2436.82,-1360.7,16603.41,1076.11,17679.52
15,949.61,2525.18,2924.85,283.77,140.51,-38.98,-2121.88,-5248.56,1063.88,16115.04,0.0,2432.0,-1360.88,16593.41,1071.12,17664.53
16,1008.6,2441.81,2933.52,273.6,143.13,-32.19,-2136.55,-5247.51,1069.55,16096.19,0.0,2438.19,-1365.48,16550.15,1072.71,17622.85
